Subject,Sender,Body,Label
Confirm your identity to prevent deactivation,support@secure-b4nk.com,We've detected unauthorized access. Reset your password now!,1
Claim your free gift card today!,security@facebook-help.com,You have won a lucky draw! Claim your prize here.,1
Unauthorized access attempt detected,accounts@secure-login.com,Get exclusive VIP benefits now!,1
Urgent! Verify your account now,urgent@finance-support.com,Your account has been locked. Click below to restore access.,1
We appreciate your feedback!,team@corporate-mail.com,Automatic bill payment confirmation,0
Invoice for your recent purchase,contact@amazon.com,Automatic bill payment confirmation,0
Team meeting scheduled for tomorrow,contact@customer-support.com,Automatic bill payment confirmation,0
Thank you for your recent purchase,updates@official-source.com,Your order has been shipped. Track your package here.,0
Account security breach detected,security@facebook-help.com,You have won a lucky draw! Claim your prize here.,1
Urgent! Verify your account now,admin@paypal-security.com,Exclusive offer: Redeem your coupon before it expires!,1
Congratulations! You have won a prize!,accounts@secure-login.com,Suspicious login detected: Secure your account now!,1
Claim your free gift card today!,info@claim-reward.com,You have won a lucky draw! Claim your prize here.,1
Your delivery is scheduled,updates@official-source.com,Friendly reminder: Your account is in good standing,0
Invoice for your recent purchase,team@corporate-mail.com,We have received your support request,0
Confirm your identity to prevent deactivation,service@banking-alert.com,Click the link below to verify your account immediately!,1
Invoice for your recent purchase,admin@paypal.com,Join us for our upcoming webinar. Click here to register.,0
Friendly reminder: Upcoming event,security@facebook.com,Thanks for signing up! Here are some useful resources to get started.,0
Thank you for your recent purchase,support@bank.com,Your feedback is important to us. Participate in our survey!,0
Your delivery is scheduled,newsletter@company.com,We have received your support request,0
Claim your free gift card today!,account@amazon-verification.com,Suspicious login detected: Secure your account now!,1
Important notice: Update your credentials,lottery@big-win.com,Security alert: Your password has been compromised,1
Your monthly bank statement is ready,alerts@finance-notice.com,Automatic bill payment confirmation,0
Suspicious login detected on your account,verification@secure-portal.com,Suspicious login detected: Secure your account now!,1
Claim your free gift card today!,support@secure-b4nk.com,Your loan application has been pre-approved!,1
Payment failed: Update your billing details,no-reply@payment-failure.com,Your payment has been declined. Confirm your details.,1
Limited-time offer! Claim your bonus now,support@secure-b4nk.com,Congratulations! You're eligible for a special discount,1
Unauthorized access attempt detected,urgent@finance-support.com,We've detected unauthorized access. Reset your password now!,1
Claim your free gift card today!,lottery@big-win.com,Your account has been locked. Click below to restore access.,1
Upcoming maintenance alert,service@trusted-payment.com,Friendly reminder: Your account is in good standing,0
Your password will expire soon!,urgent@finance-support.com,Your payment has been declined. Confirm your details.,1
Your delivery is scheduled,admin@paypal.com,Your feedback is important to us. Participate in our survey!,0
Limited-time offer! Claim your bonus now,verification@secure-portal.com,We've detected unauthorized access. Reset your password now!,1
Account security breach detected,help@banking-security.com,Confirm your email for a security upgrade,1
Friendly reminder: Upcoming event,info@officialnews.com,Important: Policy changes you should be aware of.,0
Payment failed: Update your billing details,verification@secure-portal.com,Security alert: Your password has been compromised,1
Your order has been canceled,alerts@fraud-detection.com,Your loan application has been pre-approved!,1
Important notice: Update your credentials,lottery@big-win.com,Your payment has been declined. Confirm your details.,1
Suspicious login detected on your account,lottery@big-win.com,Your payment has been declined. Confirm your details.,1
Limited-time offer! Claim your bonus now,service@banking-alert.com,Your package delivery failed. Confirm your address.,1
Meeting rescheduled to next week,support@subscription.com,We have received your support request,0
Upcoming maintenance alert,service@trusted-payment.com,Your order has been shipped. Track your package here.,0
Security update: New features available,info@officialnews.com,Enjoy new features in your latest app update,0
Thank you for your recent purchase,security@facebook.com,Thanks for signing up! Here are some useful resources to get started.,0
Meeting rescheduled to next week,service@trusted-payment.com,Your monthly statement is attached. Let us know if you have questions.,0
Confirm your identity to prevent deactivation,no-reply@payment-failure.com,We've detected unauthorized access. Reset your password now!,1
Congratulations! You have won a prize!,support@secure-b4nk.com,Your payment has been declined. Confirm your details.,1
New security alert: Immediate action required,no-reply@payment-failure.com,Security alert: Your password has been compromised,1
Congratulations! You have won a prize!,help@banking-security.com,You have won a lucky draw! Claim your prize here.,1
Billing confirmation for your service,team@corporate-mail.com,Important: Policy changes you should be aware of.,0
Invoice for your recent purchase,admin@paypal.com,Your invoice for this month's subscription is available in your dashboard.,0
Security update: New features available,alerts@finance-notice.com,Automatic bill payment confirmation,0
Your password will expire soon!,account@amazon-verification.com,Your package delivery failed. Confirm your address.,1
Meeting rescheduled to next week,no-reply@billing.com,Your order has been shipped. Track your package here.,0
New security alert: Immediate action required,account@amazon-verification.com,Security alert: Your password has been compromised,1
Claim your free gift card today!,accounts@secure-login.com,Confirm your email for a security upgrade,1
Claim your free gift card today!,urgent@finance-support.com,Security alert: Your password has been compromised,1
Important security notice for your account,admin@paypal.com,Automatic bill payment confirmation,0
We appreciate your feedback!,info@officialnews.com,We have received your support request,0
Billing confirmation for your service,admin@paypal.com,We have received your support request,0
Meeting rescheduled to next week,info@officialnews.com,Important: Policy changes you should be aware of.,0
Friendly reminder: Upcoming event,updates@official-source.com,Reminder: Your service plan has been renewed successfully.,0
Important notice: Update your credentials,alerts@fraud-detection.com,Your loan application has been pre-approved!,1
Congratulations! You have won a prize!,account@amazon-verification.com,Congratulations! You're eligible for a special discount,1
Welcome to our service!,support@bank.com,Reminder: Your service plan has been renewed successfully.,0
Unusual activity detected on your account,service@order-cancellation.com,Your loan application has been pre-approved!,1
Team meeting scheduled for tomorrow,contact@customer-support.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Your order has been canceled,no-reply@payment-failure.com,Suspicious login detected: Secure your account now!,1
Account activity summary available,no-reply@billing.com,Your invoice for this month's subscription is available in your dashboard.,0
Thank you for your recent purchase,contact@amazon.com,Important: Policy changes you should be aware of.,0
Urgent! Verify your account now,admin@paypal-security.com,Update your billing information to avoid service interruption.,1
Unauthorized access attempt detected,info@claim-reward.com,We've detected unauthorized access. Reset your password now!,1
Congratulations! You have won a prize!,support@secure-b4nk.com,Your loan application has been pre-approved!,1
We appreciate your feedback!,team@corporate-mail.com,Thanks for signing up! Here are some useful resources to get started.,0
Your password will expire soon!,admin@paypal-security.com,Congratulations! You're eligible for a special discount,1
Unusual activity detected on your account,urgent@finance-support.com,Get exclusive VIP benefits now!,1
Important notice: Update your credentials,no-reply@payment-failure.com,Your account has been locked. Click below to restore access.,1
Suspicious login detected on your account,security@facebook-help.com,Update your billing information to avoid service interruption.,1
Account security breach detected,service@order-cancellation.com,We've detected unauthorized access. Reset your password now!,1
Limited-time offer! Claim your bonus now,support@secure-b4nk.com,Click the link below to verify your account immediately!,1
Friendly reminder: Upcoming event,contact@amazon.com,Your feedback is important to us. Participate in our survey!,0
Security update: New features available,notification@banking-updates.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Suspicious login detected on your account,admin@paypal-security.com,You have won a lucky draw! Claim your prize here.,1
Team meeting scheduled for tomorrow,contact@customer-support.com,Your order has been shipped. Track your package here.,0
Confirm your identity to prevent deactivation,accounts@secure-login.com,Your payment has been declined. Confirm your details.,1
We appreciate your feedback!,no-reply@billing.com,Important: Policy changes you should be aware of.,0
Thank you for your recent purchase,team@corporate-mail.com,Reminder: Your service plan has been renewed successfully.,0
Security update: New features available,service@trusted-payment.com,Your feedback is important to us. Participate in our survey!,0
Claim your free gift card today!,no-reply@payment-failure.com,Your account will be suspended if no action is taken within 24 hours.,1
Your monthly bank statement is ready,notification@banking-updates.com,Your feedback is important to us. Participate in our survey!,0
Meeting rescheduled to next week,support@subscription.com,Your invoice for this month's subscription is available in your dashboard.,0
Team meeting scheduled for tomorrow,no-reply@billing.com,We have received your support request,0
New security alert: Immediate action required,service@banking-alert.com,Confirm your email for a security upgrade,1
Unusual activity detected on your account,verification@secure-portal.com,Suspicious login detected: Secure your account now!,1
Unauthorized access attempt detected,support@secure-b4nk.com,Exclusive offer: Redeem your coupon before it expires!,1
Payment failed: Update your billing details,support@funds-transfer.com,Update your billing information to avoid service interruption.,1
Account security breach detected,info@claim-reward.com,Security alert: Your password has been compromised,1
Suspicious login detected on your account,no-reply@payment-failure.com,Security alert: Your password has been compromised,1
Unusual activity detected on your account,help@banking-security.com,Confirm your email for a security upgrade,1
Subscription renewal confirmation,team@corporate-mail.com,Enjoy new features in your latest app update,0
Unauthorized access attempt detected,security@facebook-help.com,Security alert: Your password has been compromised,1
Your password will expire soon!,admin@paypal-security.com,We've detected unauthorized access. Reset your password now!,1
Your monthly bank statement is ready,team@corporate-mail.com,Your subscription has been successfully renewed,0
Payment failed: Update your billing details,support@secure-b4nk.com,Confirm your email for a security upgrade,1
Your monthly bank statement is ready,no-reply@billing.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Account security breach detected,verification@secure-portal.com,Click the link below to verify your account immediately!,1
We appreciate your feedback!,care@verified-service.com,Your order has been shipped. Track your package here.,0
Your password will expire soon!,account@amazon-verification.com,Suspicious login detected: Secure your account now!,1
Friendly reminder: Upcoming event,admin@paypal.com,We have received your support request,0
Payment failed: Update your billing details,accounts@secure-login.com,Suspicious login detected: Secure your account now!,1
Suspicious login detected on your account,service@order-cancellation.com,You have won a lucky draw! Claim your prize here.,1
Urgent! Verify your account now,alerts@fraud-detection.com,Your package delivery failed. Confirm your address.,1
Welcome to our service!,info@officialnews.com,Friendly reminder: Your account is in good standing,0
Team meeting scheduled for tomorrow,admin@paypal.com,Your order has been shipped. Track your package here.,0
New security alert: Immediate action required,urgent@finance-support.com,Exclusive offer: Redeem your coupon before it expires!,1
Billing confirmation for your service,team@corporate-mail.com,Enjoy new features in your latest app update,0
Account security breach detected,info@claim-reward.com,Exclusive offer: Redeem your coupon before it expires!,1
Payment failed: Update your billing details,lottery@big-win.com,Confirm your email for a security upgrade,1
Important security notice for your account,service@trusted-payment.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
New security alert: Immediate action required,alerts@fraud-detection.com,Security alert: Your password has been compromised,1
Team meeting scheduled for tomorrow,service@trusted-payment.com,Thanks for signing up! Here are some useful resources to get started.,0
Your monthly bank statement is ready,care@verified-service.com,Automatic bill payment confirmation,0
New security alert: Immediate action required,support@secure-b4nk.com,Your account has been locked. Click below to restore access.,1
Important security notice for your account,security@facebook.com,Reminder: Your service plan has been renewed successfully.,0
Suspicious login detected on your account,info@claim-reward.com,Security alert: Your password has been compromised,1
Your password will expire soon!,alerts@fraud-detection.com,We've detected unauthorized access. Reset your password now!,1
Team meeting scheduled for tomorrow,service@trusted-payment.com,Important: Policy changes you should be aware of.,0
Urgent! Verify your account now,service@order-cancellation.com,Your package delivery failed. Confirm your address.,1
Payment failed: Update your billing details,info@claim-reward.com,Exclusive offer: Redeem your coupon before it expires!,1
Welcome to our service!,newsletter@company.com,We've updated our security features. No action is required on your part.,0
Security update: New features available,updates@official-source.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Billing confirmation for your service,support@subscription.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Your PayPal account has been suspended,alerts@fraud-detection.com,Update your billing information to avoid service interruption.,1
Your order has been canceled,service@order-cancellation.com,Your account will be suspended if no action is taken within 24 hours.,1
Suspicious login detected on your account,verification@secure-portal.com,Your loan application has been pre-approved!,1
Important notice: Update your credentials,lottery@big-win.com,Confirm your email for a security upgrade,1
Unauthorized access attempt detected,urgent@finance-support.com,Update your billing information to avoid service interruption.,1
Team meeting scheduled for tomorrow,support@bank.com,Your order has been shipped. Track your package here.,0
Invoice for your recent purchase,notification@banking-updates.com,Reminder: Your service plan has been renewed successfully.,0
Your delivery is scheduled,care@verified-service.com,Your invoice for this month's subscription is available in your dashboard.,0
Account activity summary available,newsletter@company.com,Your monthly statement is attached. Let us know if you have questions.,0
Confirm your identity to prevent deactivation,admin@paypal-security.com,Click the link below to verify your account immediately!,1
Welcome to our service!,care@verified-service.com,Friendly reminder: Your account is in good standing,0
Your order has been canceled,admin@paypal-security.com,Confirm your email for a security upgrade,1
Upcoming maintenance alert,alerts@finance-notice.com,Friendly reminder: Your account is in good standing,0
Billing confirmation for your service,updates@official-source.com,We've updated our security features. No action is required on your part.,0
Billing confirmation for your service,contact@amazon.com,Enjoy new features in your latest app update,0
We appreciate your feedback!,admin@paypal.com,Your monthly statement is attached. Let us know if you have questions.,0
Urgent! Verify your account now,info@claim-reward.com,Confirm your email for a security upgrade,1
Congratulations! You have won a prize!,service@order-cancellation.com,Your account has been locked. Click below to restore access.,1
Urgent! Verify your account now,alerts@fraud-detection.com,Click the link below to verify your account immediately!,1
Payment failed: Update your billing details,support@funds-transfer.com,Click the link below to verify your account immediately!,1
Congratulations! You have won a prize!,service@banking-alert.com,Exclusive offer: Redeem your coupon before it expires!,1
Thank you for your recent purchase,contact@amazon.com,Enjoy new features in your latest app update,0
Account security breach detected,lottery@big-win.com,Congratulations! You're eligible for a special discount,1
Subscription renewal confirmation,info@officialnews.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Claim your free gift card today!,no-reply@payment-failure.com,Get exclusive VIP benefits now!,1
Urgent! Verify your account now,urgent@finance-support.com,Congratulations! You're eligible for a special discount,1
Claim your free gift card today!,account@amazon-verification.com,Confirm your email for a security upgrade,1
Billing confirmation for your service,admin@paypal.com,Thanks for signing up! Here are some useful resources to get started.,0
New security alert: Immediate action required,service@order-cancellation.com,Your account will be suspended if no action is taken within 24 hours.,1
New security alert: Immediate action required,security@facebook-help.com,We've detected unauthorized access. Reset your password now!,1
Payment failed: Update your billing details,admin@paypal-security.com,Your account has been locked. Click below to restore access.,1
Suspicious login detected on your account,support@secure-b4nk.com,Your account will be suspended if no action is taken within 24 hours.,1
Invoice for your recent purchase,security@facebook.com,Your feedback is important to us. Participate in our survey!,0
Your PayPal account has been suspended,accounts@secure-login.com,Confirm your email for a security upgrade,1
Your password will expire soon!,account@amazon-verification.com,Your payment has been declined. Confirm your details.,1
Your password will expire soon!,accounts@secure-login.com,Click the link below to verify your account immediately!,1
Claim your free gift card today!,info@claim-reward.com,Exclusive offer: Redeem your coupon before it expires!,1
Your order has been canceled,info@claim-reward.com,Security alert: Your password has been compromised,1
Unauthorized access attempt detected,support@funds-transfer.com,Update your billing information to avoid service interruption.,1
Your password will expire soon!,service@order-cancellation.com,Your loan application has been pre-approved!,1
Welcome to our service!,updates@official-source.com,We have received your support request,0
Invoice for your recent purchase,contact@amazon.com,Your order has been shipped. Track your package here.,0
Your PayPal account has been suspended,info@claim-reward.com,Confirm your email for a security upgrade,1
Upcoming maintenance alert,alerts@finance-notice.com,Your monthly statement is attached. Let us know if you have questions.,0
New security alert: Immediate action required,urgent@finance-support.com,Your account will be suspended if no action is taken within 24 hours.,1
Welcome to our service!,security@facebook.com,We've updated our security features. No action is required on your part.,0
Security update: New features available,notification@banking-updates.com,Important: Policy changes you should be aware of.,0
Subscription renewal confirmation,updates@official-source.com,Important: Policy changes you should be aware of.,0
Important security notice for your account,security@facebook.com,Your subscription has been successfully renewed,0
Important notice: Update your credentials,lottery@big-win.com,Update your billing information to avoid service interruption.,1
Unusual activity detected on your account,help@banking-security.com,Update your billing information to avoid service interruption.,1
Confirm your identity to prevent deactivation,help@banking-security.com,Your package delivery failed. Confirm your address.,1
New security alert: Immediate action required,no-reply@payment-failure.com,Exclusive offer: Redeem your coupon before it expires!,1
Your delivery is scheduled,care@verified-service.com,Join us for our upcoming webinar. Click here to register.,0
Account activity summary available,alerts@finance-notice.com,Your order has been shipped. Track your package here.,0
Your delivery is scheduled,security@facebook.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Important notice: Update your credentials,verification@secure-portal.com,Your account has been locked. Click below to restore access.,1
Important security notice for your account,alerts@finance-notice.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Meeting rescheduled to next week,info@officialnews.com,Friendly reminder: Your account is in good standing,0
Your delivery is scheduled,care@verified-service.com,Your feedback is important to us. Participate in our survey!,0
We appreciate your feedback!,care@verified-service.com,Your feedback is important to us. Participate in our survey!,0
Subscription renewal confirmation,support@subscription.com,Thanks for signing up! Here are some useful resources to get started.,0
Friendly reminder: Upcoming event,notification@banking-updates.com,Your subscription has been successfully renewed,0
We appreciate your feedback!,contact@amazon.com,Join us for our upcoming webinar. Click here to register.,0
Team meeting scheduled for tomorrow,contact@amazon.com,Your monthly statement is attached. Let us know if you have questions.,0
We appreciate your feedback!,service@trusted-payment.com,Your order has been shipped. Track your package here.,0
Confirm your identity to prevent deactivation,accounts@secure-login.com,Update your billing information to avoid service interruption.,1
Security update: New features available,contact@amazon.com,Your subscription has been successfully renewed,0
Claim your free gift card today!,help@banking-security.com,Your account will be suspended if no action is taken within 24 hours.,1
Security update: New features available,admin@paypal.com,Automatic bill payment confirmation,0
New security alert: Immediate action required,account@amazon-verification.com,Congratulations! You're eligible for a special discount,1
Your password will expire soon!,accounts@secure-login.com,Congratulations! You're eligible for a special discount,1
Meeting rescheduled to next week,admin@paypal.com,We've updated our security features. No action is required on your part.,0
Urgent! Verify your account now,service@banking-alert.com,Congratulations! You're eligible for a special discount,1
Your delivery is scheduled,care@verified-service.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Unauthorized access attempt detected,help@banking-security.com,You have won a lucky draw! Claim your prize here.,1
Limited-time offer! Claim your bonus now,service@banking-alert.com,Your payment has been declined. Confirm your details.,1
Your delivery is scheduled,admin@paypal.com,Enjoy new features in your latest app update,0
Urgent! Verify your account now,security@facebook-help.com,Exclusive offer: Redeem your coupon before it expires!,1
Team meeting scheduled for tomorrow,support@subscription.com,Automatic bill payment confirmation,0
Subscription renewal confirmation,updates@official-source.com,Your feedback is important to us. Participate in our survey!,0
Important notice: Update your credentials,urgent@finance-support.com,Confirm your email for a security upgrade,1
Thank you for your recent purchase,service@trusted-payment.com,Automatic bill payment confirmation,0
Your password will expire soon!,service@order-cancellation.com,Your package delivery failed. Confirm your address.,1
Important security notice for your account,info@officialnews.com,Automatic bill payment confirmation,0
Limited-time offer! Claim your bonus now,accounts@secure-login.com,Suspicious login detected: Secure your account now!,1
Congratulations! You have won a prize!,alerts@fraud-detection.com,Confirm your email for a security upgrade,1
Your order has been canceled,service@order-cancellation.com,Your package delivery failed. Confirm your address.,1
Your monthly bank statement is ready,support@bank.com,Reminder: Your service plan has been renewed successfully.,0
Security update: New features available,no-reply@billing.com,Automatic bill payment confirmation,0
Your password will expire soon!,lottery@big-win.com,We've detected unauthorized access. Reset your password now!,1
Important security notice for your account,support@bank.com,Your feedback is important to us. Participate in our survey!,0
New security alert: Immediate action required,admin@paypal-security.com,Your account will be suspended if no action is taken within 24 hours.,1
Your password will expire soon!,service@banking-alert.com,Congratulations! You're eligible for a special discount,1
Your delivery is scheduled,notification@banking-updates.com,We've updated our security features. No action is required on your part.,0
Your PayPal account has been suspended,support@funds-transfer.com,Get exclusive VIP benefits now!,1
Billing confirmation for your service,contact@amazon.com,Important: Policy changes you should be aware of.,0
Your PayPal account has been suspended,account@amazon-verification.com,Your loan application has been pre-approved!,1
Urgent! Verify your account now,security@facebook-help.com,Click the link below to verify your account immediately!,1
Suspicious login detected on your account,no-reply@payment-failure.com,Update your billing information to avoid service interruption.,1
Meeting rescheduled to next week,contact@customer-support.com,Your monthly statement is attached. Let us know if you have questions.,0
Confirm your identity to prevent deactivation,support@funds-transfer.com,Update your billing information to avoid service interruption.,1
Important notice: Update your credentials,account@amazon-verification.com,Security alert: Your password has been compromised,1
New security alert: Immediate action required,service@banking-alert.com,Get exclusive VIP benefits now!,1
Your password will expire soon!,support@funds-transfer.com,Update your billing information to avoid service interruption.,1
Unusual activity detected on your account,security@facebook-help.com,Your account will be suspended if no action is taken within 24 hours.,1
Team meeting scheduled for tomorrow,security@facebook.com,We have received your support request,0
Account security breach detected,account@amazon-verification.com,Your loan application has been pre-approved!,1
Unusual activity detected on your account,service@banking-alert.com,You have won a lucky draw! Claim your prize here.,1
Payment failed: Update your billing details,account@amazon-verification.com,Your account will be suspended if no action is taken within 24 hours.,1
Important notice: Update your credentials,admin@paypal-security.com,We've detected unauthorized access. Reset your password now!,1
Payment failed: Update your billing details,support@funds-transfer.com,Your payment has been declined. Confirm your details.,1
Your password will expire soon!,support@secure-b4nk.com,Get exclusive VIP benefits now!,1
Your password will expire soon!,accounts@secure-login.com,Suspicious login detected: Secure your account now!,1
Important security notice for your account,notification@banking-updates.com,Friendly reminder: Your account is in good standing,0
New security alert: Immediate action required,verification@secure-portal.com,Your loan application has been pre-approved!,1
Meeting rescheduled to next week,newsletter@company.com,Your monthly statement is attached. Let us know if you have questions.,0
Urgent! Verify your account now,service@banking-alert.com,Exclusive offer: Redeem your coupon before it expires!,1
Subscription renewal confirmation,team@corporate-mail.com,Reminder: Your service plan has been renewed successfully.,0
Your password will expire soon!,lottery@big-win.com,Your loan application has been pre-approved!,1
Your PayPal account has been suspended,service@banking-alert.com,Security alert: Your password has been compromised,1
Billing confirmation for your service,support@subscription.com,Enjoy new features in your latest app update,0
Unusual activity detected on your account,verification@secure-portal.com,Your package delivery failed. Confirm your address.,1
Suspicious login detected on your account,support@funds-transfer.com,We've detected unauthorized access. Reset your password now!,1
Unauthorized access attempt detected,security@facebook-help.com,Your payment has been declined. Confirm your details.,1
Your monthly bank statement is ready,admin@paypal.com,Your feedback is important to us. Participate in our survey!,0
Upcoming maintenance alert,no-reply@billing.com,Automatic bill payment confirmation,0
Friendly reminder: Upcoming event,contact@amazon.com,Your invoice for this month's subscription is available in your dashboard.,0
Subscription renewal confirmation,support@bank.com,Reminder: Your service plan has been renewed successfully.,0
Account security breach detected,support@secure-b4nk.com,Update your billing information to avoid service interruption.,1
Important security notice for your account,contact@amazon.com,Friendly reminder: Your account is in good standing,0
Account activity summary available,notification@banking-updates.com,We have received your support request,0
Friendly reminder: Upcoming event,care@verified-service.com,Your feedback is important to us. Participate in our survey!,0
Thank you for your recent purchase,security@facebook.com,Join us for our upcoming webinar. Click here to register.,0
Unusual activity detected on your account,service@banking-alert.com,Suspicious login detected: Secure your account now!,1
Meeting rescheduled to next week,notification@banking-updates.com,We have received your support request,0
Meeting rescheduled to next week,contact@amazon.com,Join us for our upcoming webinar. Click here to register.,0
Urgent! Verify your account now,no-reply@payment-failure.com,Update your billing information to avoid service interruption.,1
Unusual activity detected on your account,support@funds-transfer.com,Confirm your email for a security upgrade,1
Limited-time offer! Claim your bonus now,account@amazon-verification.com,Congratulations! You're eligible for a special discount,1
Welcome to our service!,notification@banking-updates.com,Important: Policy changes you should be aware of.,0
Limited-time offer! Claim your bonus now,info@claim-reward.com,Exclusive offer: Redeem your coupon before it expires!,1
Meeting rescheduled to next week,contact@amazon.com,Important: Policy changes you should be aware of.,0
Unauthorized access attempt detected,alerts@fraud-detection.com,Your loan application has been pre-approved!,1
Unusual activity detected on your account,service@banking-alert.com,Your loan application has been pre-approved!,1
Subscription renewal confirmation,admin@paypal.com,We've updated our security features. No action is required on your part.,0
Team meeting scheduled for tomorrow,team@corporate-mail.com,We have received your support request,0
Your password will expire soon!,account@amazon-verification.com,Exclusive offer: Redeem your coupon before it expires!,1
Your order has been canceled,admin@paypal-security.com,Get exclusive VIP benefits now!,1
Security update: New features available,service@trusted-payment.com,We have received your support request,0
Your delivery is scheduled,updates@official-source.com,Join us for our upcoming webinar. Click here to register.,0
New security alert: Immediate action required,no-reply@payment-failure.com,Your account has been locked. Click below to restore access.,1
New security alert: Immediate action required,security@facebook-help.com,Your payment has been declined. Confirm your details.,1
Payment failed: Update your billing details,help@banking-security.com,Confirm your email for a security upgrade,1
Payment failed: Update your billing details,account@amazon-verification.com,Get exclusive VIP benefits now!,1
Invoice for your recent purchase,care@verified-service.com,Friendly reminder: Your account is in good standing,0
Confirm your identity to prevent deactivation,urgent@finance-support.com,Click the link below to verify your account immediately!,1
Important notice: Update your credentials,help@banking-security.com,Confirm your email for a security upgrade,1
Confirm your identity to prevent deactivation,service@banking-alert.com,Your account has been locked. Click below to restore access.,1
Welcome to our service!,support@bank.com,Enjoy new features in your latest app update,0
Urgent! Verify your account now,support@secure-b4nk.com,Your account will be suspended if no action is taken within 24 hours.,1
Friendly reminder: Upcoming event,support@subscription.com,Reminder: Your service plan has been renewed successfully.,0
Meeting rescheduled to next week,info@officialnews.com,Your invoice for this month's subscription is available in your dashboard.,0
Your password will expire soon!,accounts@secure-login.com,Your account has been locked. Click below to restore access.,1
New security alert: Immediate action required,lottery@big-win.com,We've detected unauthorized access. Reset your password now!,1
Welcome to our service!,team@corporate-mail.com,Friendly reminder: Your account is in good standing,0
Welcome to our service!,team@corporate-mail.com,Automatic bill payment confirmation,0
Urgent! Verify your account now,verification@secure-portal.com,We've detected unauthorized access. Reset your password now!,1
We appreciate your feedback!,alerts@finance-notice.com,Important: Policy changes you should be aware of.,0
Welcome to our service!,admin@paypal.com,Automatic bill payment confirmation,0
Subscription renewal confirmation,admin@paypal.com,Thanks for signing up! Here are some useful resources to get started.,0
Upcoming maintenance alert,notification@banking-updates.com,Your feedback is important to us. Participate in our survey!,0
Important notice: Update your credentials,accounts@secure-login.com,Your payment has been declined. Confirm your details.,1
Invoice for your recent purchase,info@officialnews.com,Automatic bill payment confirmation,0
New security alert: Immediate action required,no-reply@payment-failure.com,Your account will be suspended if no action is taken within 24 hours.,1
Unauthorized access attempt detected,service@banking-alert.com,Your loan application has been pre-approved!,1
Confirm your identity to prevent deactivation,urgent@finance-support.com,Congratulations! You're eligible for a special discount,1
Congratulations! You have won a prize!,no-reply@payment-failure.com,Exclusive offer: Redeem your coupon before it expires!,1
Team meeting scheduled for tomorrow,notification@banking-updates.com,Friendly reminder: Your account is in good standing,0
Your delivery is scheduled,team@corporate-mail.com,Your monthly statement is attached. Let us know if you have questions.,0
Unusual activity detected on your account,account@amazon-verification.com,Congratulations! You're eligible for a special discount,1
New security alert: Immediate action required,support@funds-transfer.com,You have won a lucky draw! Claim your prize here.,1
Unusual activity detected on your account,security@facebook-help.com,We've detected unauthorized access. Reset your password now!,1
Important security notice for your account,contact@customer-support.com,Reminder: Your service plan has been renewed successfully.,0
Your delivery is scheduled,support@bank.com,Important: Policy changes you should be aware of.,0
Your delivery is scheduled,info@officialnews.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Team meeting scheduled for tomorrow,care@verified-service.com,Friendly reminder: Your account is in good standing,0
Welcome to our service!,support@subscription.com,Your monthly statement is attached. Let us know if you have questions.,0
New security alert: Immediate action required,verification@secure-portal.com,Security alert: Your password has been compromised,1
Your monthly bank statement is ready,admin@paypal.com,Enjoy new features in your latest app update,0
Your password will expire soon!,security@facebook-help.com,Get exclusive VIP benefits now!,1
Invoice for your recent purchase,admin@paypal.com,Enjoy new features in your latest app update,0
Suspicious login detected on your account,help@banking-security.com,Your loan application has been pre-approved!,1
Security update: New features available,care@verified-service.com,Your subscription has been successfully renewed,0
We appreciate your feedback!,admin@paypal.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Confirm your identity to prevent deactivation,accounts@secure-login.com,Security alert: Your password has been compromised,1
Upcoming maintenance alert,notification@banking-updates.com,Automatic bill payment confirmation,0
Welcome to our service!,team@corporate-mail.com,Join us for our upcoming webinar. Click here to register.,0
We appreciate your feedback!,security@facebook.com,Your order has been shipped. Track your package here.,0
Account activity summary available,support@bank.com,Your feedback is important to us. Participate in our survey!,0
Claim your free gift card today!,urgent@finance-support.com,Update your billing information to avoid service interruption.,1
Congratulations! You have won a prize!,urgent@finance-support.com,Your account has been locked. Click below to restore access.,1
Welcome to our service!,alerts@finance-notice.com,Your subscription has been successfully renewed,0
Subscription renewal confirmation,support@subscription.com,We have received your support request,0
Thank you for your recent purchase,newsletter@company.com,We have received your support request,0
Payment failed: Update your billing details,lottery@big-win.com,You have won a lucky draw! Claim your prize here.,1
Upcoming maintenance alert,contact@customer-support.com,We have received your support request,0
Your password will expire soon!,alerts@fraud-detection.com,Update your billing information to avoid service interruption.,1
